Risk_Category,Issue_Type,Ward,City,State,Date,Year,Month,Day_of_Week,Risk_Level,Area_Type,Event_Type,Season,Complaint_Count,Population_Affected,Latitude,Longitude,Complaint_adj,Log_Complaint,Complaint_Per_1000,Pop_log,Day_num,Is_Weekend,Season_num,Quarter,Week_of_Year,Is_Festival,Is_Tourist,Month_sin,Month_cos,C_x_Season,C_x_Weekend,C_x_Festival,C_x_Tourist,Pop_x_C,C_x_Month,C_x_Quarter,C_x_Lat,C_x_Year,Year_norm,Lat_x_Lon,Pop_density,Risk_Category_enc,Issue_Type_enc,Ward_enc,City_enc,State_enc,Area_Type_enc,Event_Type_enc,Risk_Level_enc
Festival Crowd Waste Risk,Public Safety,Ward_28,Ahmedabad,Gujarat,2017-08-28,2017,8,Monday,Critical,Tourist,Public Event,Summer,517.0,595563.0,23.0225,72.5714,498.8,6.214208018400852,0.8375,13.29726413471472,0,0,0,3,35,1,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,498.8,0.0,82.63196540873827,3990.4,1496.4,11483.623,997.6,2,1670.7750565,1191.6026410564225,0,1,20,0,2,5,2,0
Tourist Season Sanitation Risk,Solid Waste,Ward_32,Kochi,Kerala,2024-04-12,2024,4,Friday,Low,Tourist,Public Event,Monsoon,30.0,512298.0,9.9312,76.2673,25.7,3.284663565406204,0.0502,13.146663717944127,4,0,1,2,15,0,0,0.8660254037844387,-0.4999999999999998,25.7,0.0,0.0,0.0,43.182367320978734,102.8,51.4,255.23184,231.3,9,757.4258097600001,19187.191011235955,3,3,25,7,5,5,2,2
Weekend Market Congestion Risk,Crowd Management,Ward_43,Pune,Maharashtra,2018-03-08,2018,3,Thursday,Medium,Event Ground,Festival,Monsoon,189.0,191698.0,18.5204,73.8567,199.7,5.301811255802292,1.0417,12.16368171253604,3,0,1,1,10,1,1,1.0,6.123233995736766e-17,199.7,0.0,199.7,199.7,64.48954461552007,599.0999999999999,199.7,3698.52388,599.0999999999999,3,1367.85562668,955.146985550573,4,0,37,13,7,1,0,3
Weekend Market Congestion Risk,Crowd Management,Ward_40,Kolkata,West Bengal,2024-11-09,2024,11,Saturday,High,Commercial,Public Event,Monsoon,357.0,568692.0,22.5726,88.3639,363.9,5.899623343442402,0.6399,13.25109602444474,5,1,1,4,45,1,1,-0.5000000000000004,0.8660254037844384,363.9,363.9,363.9,363.9,78.17647543201099,4002.9,1455.6,8214.16914,3275.1,9,1994.60296914,1558.4872567826803,4,0,34,8,12,0,2,1
Public Event & Gathering Risk,Public Safety,Ward_50,Kochi,Kerala,2020-08-11,2020,8,Tuesday,Medium,Tourist,Public Event,Monsoon,222.0,615654.0,9.9312,76.2673,228.0,5.43372200355424,0.3703,13.330442020685645,1,0,1,3,33,1,0,-0.8660254037844384,-0.5000000000000004,228.0,0.0,228.0,0.0,72.43391612490362,1824.0,684.0,2264.3136,1140.0,5,757.4258097600001,2688.4454148471614,1,1,45,7,5,5,2,3
Festival Crowd Waste Risk,Crowd Management,Ward_42,Bengaluru,Karnataka,2019-01-04,2019,1,Friday,Medium,Event Ground,Tourist,Summer,208.0,266568.0,12.9716,77.5946,208.6,5.345200952446887,0.7825,12.493388400896045,4,0,0,1,1,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,208.6,208.6,66.77967157975841,208.6,208.6,2705.87576,834.4,4,1006.52611336,1271.793893129771,0,0,36,1,4,1,3,3
Public Event & Gathering Risk,Traffic,Ward_21,Ahmedabad,Gujarat,2019-03-12,2019,3,Tuesday,Medium,Event Ground,Festival,Monsoon,252.0,97458.0,23.0225,72.5714,252.1,5.533784667551078,2.5868,11.487187055725116,1,0,1,1,11,1,1,1.0,6.123233995736766e-17,252.1,0.0,252.1,252.1,63.56761960226286,756.3,252.1,5803.97225,1008.4,4,1670.7750565,385.0572896088503,1,4,13,0,2,1,0,3
Tourist Season Sanitation Risk,Water Supply,Ward_31,Pune,Maharashtra,2024-08-29,2024,8,Thursday,Critical,Market,Festival,Monsoon,516.0,648214.0,18.5204,73.8567,508.1,6.232644460908291,0.7838,13.381977710427698,3,0,1,3,35,1,0,-0.8660254037844384,-0.5000000000000004,508.1,0.0,508.1,0.0,83.4051092528954,4064.8,1524.3000000000002,9410.21524,4572.900000000001,9,1367.85562668,1273.254763307798,3,5,24,13,7,2,0,0
Summer Water Service Risk,Traffic,Ward_1,Hyderabad,Telangana,2021-02-13,2021,2,Saturday,Medium,Event Ground,Festival,Summer,225.0,605521.0,17.385,78.4867,233.4,5.457029057702858,0.3855,13.313846174923825,5,1,0,1,6,0,1,0.8660254037844386,0.5000000000000001,0.0,233.4,0.0,233.4,72.65404544634535,466.8,233.4,4057.659000000001,1400.4,6,1364.4912795,2583.2807167235496,2,4,0,4,10,1,0,3
Summer Water Service Risk,Sanitation,Ward_21,Shimla,Himachal Pradesh,2020-03-19,2020,3,Thursday,Low,Residential,Public Event,Summer,103.0,422821.0,31.1048,77.1734,108.1,4.692264892839025,0.2557,12.954706565683152,3,0,0,1,12,1,1,1.0,6.123233995736766e-17,0.0,0.0,108.1,108.1,60.786914815186265,324.29999999999995,108.1,3362.42888,540.5,5,2400.46317232,3875.536205316224,2,2,13,14,3,3,2,2
Public Event & Gathering Risk,Solid Waste,Ward_13,Chennai,Tamil Nadu,2016-09-05,2016,9,Monday,Critical,Commercial,Public Event,Winter,582.0,602792.0,13.0827,80.2707,587.9,6.378256389950525,0.9753,13.309329133191936,0,0,2,3,36,1,0,-1.0,-1.8369701987210294e-16,1175.8,0.0,587.9,0.0,84.89031358973614,5291.099999999999,1763.6999999999998,7691.31933,587.9,1,1050.1574868900002,1023.5897435897436,1,3,4,2,9,0,2,0
Public Event & Gathering Risk,Crowd Management,Ward_38,Pathanamthitta,Kerala,2016-03-08,2016,3,Tuesday,Critical,Residential,Festival,Monsoon,423.0,282597.0,9.2648,76.787,416.7,6.03476347150313,1.4745,12.551780672066686,1,0,1,1,10,1,1,1.0,6.123233995736766e-17,416.7,0.0,416.7,416.7,75.74702750210704,1250.1,416.7,3860.64216,416.7,1,711.4161976,676.554943739526,1,0,31,11,5,3,0,0
Tourist Season Sanitation Risk,Crowd Management,Ward_1,Hyderabad,Telangana,2019-11-22,2019,11,Friday,Critical,Temple,Tourist,Summer,573.0,552078.0,17.385,78.4867,547.2,6.306640183868685,0.9912,13.221446430961151,4,0,0,4,47,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,547.2,547.2,83.38290535036681,6019.200000000001,2188.8,9513.072000000002,2188.8,4,1364.4912795,1007.0740605618388,3,0,0,4,10,4,3,0
Tourist Season Sanitation Risk,Sanitation,Ward_2,Shimla,Himachal Pradesh,2024-05-04,2024,5,Saturday,Low,Tourist,Tourist,Summer,53.0,524719.0,31.1048,77.1734,66.2,4.207673247529104,0.1262,13.170620065967617,5,1,0,2,18,0,0,0.4999999999999999,-0.8660254037844387,0.0,66.2,0.0,0.0,55.41766570494194,331.0,132.4,2059.13776,595.8000000000001,9,2400.46317232,7808.318452380952,3,2,11,14,3,5,3,2
Festival Crowd Waste Risk,Crowd Management,Ward_50,Ahmedabad,Gujarat,2024-08-26,2024,8,Monday,Medium,Temple,Festival,Winter,210.0,639780.0,23.0225,72.5714,204.3,5.324472324024888,0.3193,13.368881209276353,0,0,2,3,35,1,0,-0.8660254037844384,-0.5000000000000004,408.6,0.0,204.3,0.0,71.18223800196832,1634.4,612.9000000000001,4703.49675,1838.7,9,1670.7750565,3116.3175840233803,0,0,45,0,2,4,0,3
Weekend Market Congestion Risk,Public Safety,Ward_15,Kochi,Kerala,2023-11-27,2023,11,Monday,High,Market,No_Event,Winter,329.0,377054.0,9.9312,76.2673,318.6,5.76707021389212,0.845,12.840146344383609,0,0,2,4,48,1,1,-0.5000000000000004,0.8660254037844384,637.2,0.0,318.6,318.6,74.05002552471048,3504.6000000000004,1274.4,3164.0803200000005,2548.8,8,757.4258097600001,1179.7684605757197,4,1,6,7,5,2,1,1
Summer Water Service Risk,Crowd Management,Ward_50,Hyderabad,Telangana,2019-11-23,2019,11,Saturday,High,Event Ground,No_Event,Winter,307.0,430202.0,17.385,78.4867,315.3,5.756691130311603,0.7329,12.97201246929215,5,1,2,4,47,1,1,-0.5000000000000004,0.8660254037844384,630.6,315.3,315.3,315.3,74.67586912426563,3468.3,1261.2,5481.490500000001,1261.2,4,1364.4912795,1360.1074928865,2,0,45,4,10,1,1,1
Tourist Season Sanitation Risk,Water Supply,Ward_28,Prayagraj,Uttar Pradesh,2020-09-03,2020,9,Thursday,Critical,Tourist,Festival,Summer,490.0,188065.0,25.4358,81.8463,485.3,6.18682571740974,2.5805,12.144548244033386,3,0,0,3,36,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,485.3,0.0,75.13620340250905,4367.7,1455.9,12343.99374,2426.5,5,2081.82611754,386.7263006374666,3,5,20,12,11,5,0,0
Festival Crowd Waste Risk,Solid Waste,Ward_17,Chennai,Tamil Nadu,2018-12-03,2018,12,Monday,Critical,Temple,Public Event,Monsoon,444.0,482949.0,13.0827,80.2707,456.7,6.126213947659596,0.9456,13.087668407607442,0,0,1,4,49,1,1,-2.4492935982947064e-16,1.0,456.7,0.0,456.7,456.7,80.17785674102856,5480.4,1826.8,5974.86909,1370.1,3,1050.1574868900002,1055.1649552108368,0,3,8,2,9,4,2,0
Weekend Market Congestion Risk,Public Safety,Ward_35,Kolkata,West Bengal,2016-11-11,2016,11,Friday,Low,Temple,No_Event,Winter,45.0,217716.0,22.5726,88.3639,52.4,3.977810745966149,0.2407,12.2909513332873,4,0,2,4,45,1,1,-0.5000000000000004,0.8660254037844384,104.8,0.0,52.4,52.4,48.8910782916972,576.4,209.6,1182.80424,52.4,1,1994.60296914,4077.078651685393,4,1,28,8,12,4,1,2
Weekend Market Congestion Risk,Water Supply,Ward_7,Pune,Maharashtra,2022-12-19,2022,12,Monday,High,Commercial,Tourist,Monsoon,414.0,687723.0,18.5204,73.8567,422.2,6.04784488054409,0.6139,13.441142873637464,0,0,1,4,51,1,1,-2.4492935982947064e-16,1.0,422.2,0.0,422.2,422.2,81.28994711699,5066.4,1688.8,7819.312879999999,2955.4,7,1367.85562668,1625.054347826087,4,5,47,13,7,0,3,1
Weekend Market Congestion Risk,Traffic,Ward_36,Pune,Maharashtra,2018-08-19,2018,8,Sunday,Medium,Commercial,No_Event,Winter,200.0,421031.0,18.5204,73.8567,183.6,5.218191322068752,0.4361,12.95046411927713,6,1,2,3,33,1,0,-0.8660254037844384,-0.5000000000000004,367.2,183.6,183.6,0.0,67.57799948397466,1468.8,550.8,3400.34544,550.8,3,1367.85562668,2280.774647887324,4,4,29,13,7,0,1,3
Summer Water Service Risk,Crowd Management,Ward_23,Pune,Maharashtra,2019-03-30,2019,3,Saturday,Critical,Event Ground,Festival,Winter,492.0,58035.0,18.5204,73.8567,506.5,6.229496710915942,8.7275,10.968818786635577,5,1,2,1,13,1,1,1.0,6.123233995736766e-17,1013.0,506.5,506.5,506.5,68.33022055397932,1519.5,506.5,9380.5826,2026.0,4,1367.85562668,114.35467980295566,2,0,15,13,7,1,0,0
Tourist Season Sanitation Risk,Public Safety,Ward_1,Thiruvananthapuram,Kerala,2020-04-03,2020,4,Friday,Medium,Market,Tourist,Monsoon,226.0,522201.0,8.5241,76.9366,229.1,5.43851399704132,0.4387,13.165809765190042,4,0,1,2,14,0,0,0.8660254037844387,-0.4999999999999998,229.1,0.0,0.0,0.0,71.60244069036933,916.4,458.2,1952.87131,1145.5,5,655.81527206,2269.452411994785,3,1,0,15,5,2,3,3
Festival Crowd Waste Risk,Traffic,Ward_43,Kolkata,West Bengal,2020-05-13,2020,5,Wednesday,High,Event Ground,Festival,Monsoon,323.0,85425.0,22.5726,88.3639,318.6,5.76707021389212,3.7296,11.355405783089983,2,0,1,2,20,0,0,0.4999999999999999,-0.8660254037844387,318.6,0.0,0.0,0.0,65.48742245831656,1593.0,637.2,7191.630360000001,1593.0,5,1994.60296914,267.2872340425532,0,4,37,8,12,1,0,1
Public Event & Gathering Risk,Public Safety,Ward_39,Delhi,Delhi,2016-02-25,2016,2,Thursday,Critical,Tourist,Public Event,Summer,563.0,441591.0,28.6139,77.209,564.7,6.33806390234911,1.2788,12.998141657838898,3,0,0,1,8,0,1,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,564.7,82.38305243916894,1129.4,564.7,16158.26933,564.7,1,2209.2506051,780.6098638854515,1,1,32,3,0,5,2,0
Weekend Market Congestion Risk,Water Supply,Ward_26,Hyderabad,Telangana,2023-01-10,2023,1,Tuesday,High,Market,Tourist,Monsoon,333.0,120498.0,17.385,78.4867,311.7,5.745244264463795,2.5868,11.699396733123224,1,0,1,1,2,1,1,0.4999999999999999,0.8660254037844387,311.7,0.0,311.7,311.7,67.21589197866267,311.7,311.7,5418.904500000001,2493.6,8,1364.4912795,385.34697793412215,4,5,18,4,10,2,3,1
Public Event & Gathering Risk,Sanitation,Ward_23,Kolkata,West Bengal,2021-09-08,2021,9,Wednesday,Low,Tourist,Festival,Summer,82.0,87171.0,22.5726,88.3639,86.9,4.476199804691132,0.9969,11.375638457415702,2,0,0,3,36,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,86.9,0.0,50.91963064132109,782.1,260.70000000000005,1961.5589400000003,521.4000000000001,6,1994.60296914,991.7064846416382,1,2,15,8,12,5,0,2
Festival Crowd Waste Risk,Water Supply,Ward_12,Mumbai,Maharashtra,2018-04-08,2018,4,Sunday,Medium,Commercial,No_Event,Monsoon,246.0,146857.0,19.076,72.8777,233.6,5.457881936219375,1.5907,11.897221412500777,6,1,1,2,14,0,0,0.8660254037844387,-0.4999999999999998,233.6,233.6,0.0,0.0,64.93362983849035,934.4,467.2,4456.1536,700.8,3,1390.2150052000002,625.9889173060528,0,5,3,9,7,0,1,3
Tourist Season Sanitation Risk,Traffic,Ward_19,Hyderabad,Telangana,2017-07-04,2017,7,Tuesday,Critical,Temple,No_Event,Summer,580.0,458801.0,17.385,78.4867,563.8,6.336471686179032,1.2289,13.03637402342576,1,0,0,3,27,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,82.60461488987715,3946.6,1691.4,9801.663,1127.6,2,1364.4912795,812.3247167138811,3,4,10,4,10,4,1,0
Public Event & Gathering Risk,Sanitation,Ward_30,Kolkata,West Bengal,2023-04-15,2023,4,Saturday,High,Residential,Tourist,Monsoon,350.0,262668.0,22.5726,88.3639,331.7,5.807241183024431,1.2628,12.478649963381182,5,1,1,2,15,0,0,0.8660254037844387,-0.4999999999999998,331.7,331.7,0.0,0.0,72.46652997589351,1326.8,663.4,7487.33142,2653.6,8,1994.60296914,789.5040577096484,1,2,23,8,12,3,3,1
Festival Crowd Waste Risk,Sanitation,Ward_47,Prayagraj,Uttar Pradesh,2023-06-01,2023,6,Thursday,Critical,Temple,Festival,Monsoon,468.0,602511.0,25.4358,81.8463,481.4,6.178773645412976,0.799,13.308862861161057,3,0,1,2,22,0,0,1.2246467991473532e-16,-1.0,481.4,0.0,0.0,0.0,82.23245109695746,2888.4,962.8,12244.79412,3851.2,8,2081.82611754,1248.9863184079602,0,2,41,12,11,4,0,0
Public Event & Gathering Risk,Crowd Management,Ward_16,Chennai,Tamil Nadu,2021-09-27,2021,9,Monday,Critical,Temple,Public Event,Monsoon,528.0,209885.0,13.0827,80.2707,520.4,6.256517501499402,2.4795,12.254319805156465,0,0,1,3,39,1,0,-1.0,-1.8369701987210294e-16,520.4,0.0,520.4,0.0,76.66936632993215,4683.599999999999,1561.1999999999998,6808.23708,3122.4,6,1050.1574868900002,402.5412351361719,1,0,7,2,9,4,2,0
Weekend Market Congestion Risk,Crowd Management,Ward_17,Kochi,Kerala,2022-04-14,2022,4,Thursday,Critical,Market,No_Event,Monsoon,436.0,786104.0,9.9312,76.2673,454.4,6.121176153629639,0.578,13.574845650275549,3,0,1,2,15,0,0,0.8660254037844387,-0.4999999999999998,454.4,0.0,0.0,0.0,83.09402148366972,1817.6,908.8,4512.73728,3180.8,7,757.4258097600001,1726.183574879227,4,0,8,7,5,2,1,0
Tourist Season Sanitation Risk,Public Safety,Ward_29,Prayagraj,Uttar Pradesh,2017-09-13,2017,9,Wednesday,Critical,Commercial,Weekend,Monsoon,489.0,382038.0,25.4358,81.8463,482.6,6.1812581187406375,1.2632,12.853277976618289,2,0,1,3,37,1,0,-1.0,-1.8369701987210294e-16,482.6,0.0,482.6,0.0,79.44942884540202,4343.400000000001,1447.8000000000002,12275.31708,965.2,2,2081.82611754,789.9875930521091,3,1,21,12,11,0,4,0
Summer Water Service Risk,Solid Waste,Ward_9,Prayagraj,Uttar Pradesh,2017-08-27,2017,8,Sunday,Medium,Residential,Tourist,Summer,180.0,226886.0,25.4358,81.8463,159.5,5.07829394257007,0.703,12.332207375164474,6,1,0,3,34,1,0,-0.8660254037844384,-0.5000000000000004,0.0,159.5,159.5,0.0,62.6265740118157,1276.0,478.5,4057.0101,319.0,2,2081.82611754,1413.619937694704,2,3,49,12,11,3,3,3
Festival Crowd Waste Risk,Sanitation,Ward_28,Chennai,Tamil Nadu,2020-06-11,2020,6,Thursday,High,Market,No_Event,Monsoon,360.0,353834.0,13.0827,80.2707,346.6,5.851052393391237,0.9796,12.776585981761835,3,0,1,2,24,0,0,1.2246467991473532e-16,-1.0,346.6,0.0,0.0,0.0,74.75647398795651,2079.6000000000004,693.2,4534.463820000001,1733.0,5,1050.1574868900002,1017.934407364787,0,2,20,2,9,2,1,1
Festival Crowd Waste Risk,Traffic,Ward_3,Bengaluru,Karnataka,2020-12-09,2020,12,Wednesday,High,Event Ground,Festival,Monsoon,294.0,591753.0,12.9716,77.5946,308.8,5.735926927982768,0.5218,13.290846286964706,2,0,1,4,50,1,1,-2.4492935982947064e-16,1.0,308.8,0.0,308.8,308.8,76.23532311308065,3705.6,1235.2,4005.63008,1544.0,5,1006.52611336,1910.1129761136217,0,4,22,1,4,1,0,1
Weekend Market Congestion Risk,Traffic,Ward_49,Panaji,Goa,2018-01-26,2018,1,Friday,Low,Tourist,Tourist,Summer,150.0,754676.0,15.4909,73.8278,148.1,5.004617221770693,0.1962,13.534045122122864,4,0,0,1,4,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,148.1,148.1,67.73271529839772,148.1,148.1,2294.20229,444.3,3,1143.6590670199998,5061.542588866533,4,4,43,10,1,5,3,2
Summer Water Service Risk,Public Safety,Ward_23,Pune,Maharashtra,2020-05-07,2020,5,Thursday,Critical,Market,Tourist,Winter,589.0,391176.0,18.5204,73.8567,582.4,6.368873057433621,1.4888,12.876915421958364,3,0,2,2,19,0,0,0.4999999999999999,-0.8660254037844387,1164.8,0.0,0.0,0.0,82.01143969376211,2912.0,1164.8,10786.280959999998,2912.0,5,1367.85562668,670.5107987658554,2,1,15,13,7,2,3,0
Summer Water Service Risk,Traffic,Ward_48,Delhi,Delhi,2021-07-10,2021,7,Saturday,Low,Temple,Tourist,Summer,142.0,121355.0,28.6139,77.209,143.9,4.976043849326636,1.1858,11.70648365369017,5,1,0,3,27,0,0,-0.4999999999999997,-0.8660254037844388,0.0,143.9,0.0,0.0,58.25197598218779,1007.3,431.7000000000001,4117.54021,863.4000000000001,6,2209.2506051,837.5086266390614,2,4,42,3,0,4,3,2
Summer Water Service Risk,Crowd Management,Ward_26,Chennai,Tamil Nadu,2024-09-27,2024,9,Friday,Low,Residential,Weekend,Winter,133.0,663752.0,13.0827,80.2707,139.0,4.941642422609304,0.2094,13.405665371302083,4,0,2,3,39,1,0,-1.0,-1.8369701987210294e-16,278.0,0.0,139.0,0.0,66.24600470213088,1251.0,417.0,1818.4953,1251.0,9,1050.1574868900002,4741.085714285714,2,0,18,2,9,3,4,2
Festival Crowd Waste Risk,Sanitation,Ward_30,Kolkata,West Bengal,2024-09-12,2024,9,Thursday,Critical,Market,No_Event,Winter,502.0,292497.0,22.5726,88.3639,515.4,6.246881658972487,1.7621,12.586213108023834,3,0,2,3,37,1,0,-1.0,-1.8369701987210294e-16,1030.8,0.0,515.4,0.0,78.6245838204332,4638.599999999999,1546.1999999999998,11633.91804,4638.599999999999,9,1994.60296914,566.4155693261038,0,2,23,8,12,2,1,0
Weekend Market Congestion Risk,Sanitation,Ward_7,Pathanamthitta,Kerala,2016-06-21,2016,6,Tuesday,Low,Market,Public Event,Summer,34.0,793332.0,9.2648,76.787,51.4,3.958906591326997,0.0648,13.583998336811392,1,0,0,2,25,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,53.77778055217758,308.4,102.8,476.2107199999999,51.4,1,711.4161976,15139.923664122138,4,2,47,11,5,2,2,2
Weekend Market Congestion Risk,Water Supply,Ward_26,Indore,Madhya Pradesh,2020-05-04,2020,5,Monday,Critical,Temple,Festival,Summer,474.0,607954.0,22.7196,75.8577,469.7,6.154220948407096,0.7726,13.3178561450513,0,0,0,2,19,0,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,81.96102927574688,2348.5,939.4,10671.39612,2348.5,5,1723.4566009199998,1291.5954960696836,4,5,18,5,6,4,0,0
Weekend Market Congestion Risk,Crowd Management,Ward_21,Mumbai,Maharashtra,2020-01-27,2020,1,Monday,Critical,Commercial,Tourist,Summer,450.0,74540.0,19.076,72.8777,434.1,6.075575889726634,5.8237,11.219104588559038,0,0,0,1,5,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,434.1,434.1,68.16252134257074,434.1,434.1,8280.8916,2170.5,5,1390.2150052000002,171.3169386347966,4,0,13,9,7,0,3,0
Festival Crowd Waste Risk,Traffic,Ward_42,Delhi,Delhi,2016-12-19,2016,12,Monday,High,Tourist,Tourist,Summer,356.0,197945.0,28.6139,77.209,351.0,5.863631175598097,1.7732,12.195749545207098,0,0,0,4,51,1,1,-2.4492935982947064e-16,1.0,0.0,0.0,351.0,351.0,71.51137724306265,4212.0,1404.0,10043.4789,351.0,1,2209.2506051,562.34375,0,4,36,3,0,5,3,1
Tourist Season Sanitation Risk,Traffic,Ward_43,Kochi,Kerala,2023-06-17,2023,6,Saturday,Low,Temple,Festival,Monsoon,104.0,673882.0,9.9312,76.2673,107.1,4.683056724645162,0.1589,13.420811784321415,5,1,1,2,24,0,0,1.2246467991473532e-16,-1.0,107.1,107.1,0.0,0.0,62.85042287676345,642.5999999999999,214.2,1063.63152,856.8,8,757.4258097600001,6233.876040703053,3,4,37,7,5,4,0,2
Summer Water Service Risk,Sanitation,Ward_47,Thiruvananthapuram,Kerala,2020-11-17,2020,11,Tuesday,High,Temple,Tourist,Winter,310.0,158706.0,8.5241,76.9366,298.4,5.701780471985528,1.8802,11.974815013922347,1,0,2,4,47,1,1,-0.5000000000000004,0.8660254037844384,596.8,0.0,298.4,298.4,68.27776640202156,3282.4,1193.6,2543.59144,1492.0,5,655.81527206,530.0801603206413,2,2,41,15,5,4,3,1
Public Event & Gathering Risk,Traffic,Ward_31,Mumbai,Maharashtra,2018-05-22,2018,5,Tuesday,Medium,Temple,Festival,Summer,227.0,554044.0,19.076,72.8777,215.5,5.377590547442544,0.389,13.225001189867474,1,0,0,2,21,0,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,71.11864138854773,1077.5,431.0,4110.878,646.5,3,1390.2150052000002,2559.094688221709,1,4,24,9,7,4,0,3
Public Event & Gathering Risk,Public Safety,Ward_42,Chennai,Tamil Nadu,2020-09-01,2020,9,Tuesday,High,Tourist,Tourist,Summer,420.0,672140.0,13.0827,80.2707,424.1,6.052324435364745,0.631,13.41822341892442,1,0,0,3,36,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,424.1,0.0,81.21144147753974,3816.9,1272.3000000000002,5548.373070000001,2120.5,5,1050.1574868900002,1581.1338508586214,1,1,36,2,9,5,3,1
Weekend Market Congestion Risk,Public Safety,Ward_44,Chennai,Tamil Nadu,2017-04-10,2017,4,Monday,High,Tourist,No_Event,Winter,418.0,484656.0,13.0827,80.2707,417.4,6.0364379127507135,0.8612,13.09119670322922,0,0,2,2,15,0,0,0.8660254037844387,-0.4999999999999998,834.8,0.0,0.0,0.0,79.02419610265002,1669.6,834.8,5460.71898,834.8,2,1050.1574868900002,1158.355640535373,4,1,38,2,9,5,1,1
Festival Crowd Waste Risk,Sanitation,Ward_2,Kolkata,West Bengal,2021-07-22,2021,7,Thursday,Critical,Temple,Tourist,Winter,571.0,254245.0,22.5726,88.3639,571.4,6.349838047682296,2.2474,12.446057581240344,3,0,2,3,29,0,0,-0.4999999999999997,-0.8660254037844388,1142.8,0.0,0.0,0.0,79.03044997300461,3999.8,1714.1999999999998,12897.98364,3428.4,6,1994.60296914,444.1736547868624,0,2,11,8,12,4,3,0
Festival Crowd Waste Risk,Water Supply,Ward_14,Kolkata,West Bengal,2017-10-08,2017,10,Sunday,Medium,Event Ground,Public Event,Winter,227.0,775471.0,22.5726,88.3639,217.9,5.388615004528817,0.281,13.56122715520867,6,1,2,4,40,1,0,-0.8660254037844386,0.5000000000000001,435.8,217.9,217.9,0.0,73.07623212838108,2179.0,871.6,4918.56954,435.8,2,1994.60296914,3542.581087254454,0,5,5,8,12,1,2,3
Public Event & Gathering Risk,Solid Waste,Ward_38,Bengaluru,Karnataka,2023-05-14,2023,5,Sunday,Critical,Residential,No_Event,Summer,458.0,454570.0,12.9716,77.5946,455.2,6.122931309850288,1.0014,13.027109396020844,6,1,0,2,19,0,0,0.4999999999999999,-0.8660254037844387,0.0,455.2,0.0,0.0,79.7640959977409,2276.0,910.4,5904.67232,3641.6,8,1006.52611336,996.4270056992548,1,3,31,1,4,3,1,0
Summer Water Service Risk,Water Supply,Ward_2,Kolkata,West Bengal,2019-10-19,2019,10,Saturday,High,Event Ground,Weekend,Summer,333.0,511528.0,22.5726,88.3639,321.9,5.77734267776423,0.6293,13.14515955875884,5,1,0,4,42,1,0,-0.8660254037844386,0.5000000000000001,0.0,321.9,321.9,0.0,75.94409132483787,3219.0,1287.6,7266.11994,1287.6,4,1994.60296914,1584.168473211521,2,5,11,8,12,1,4,1
Weekend Market Congestion Risk,Water Supply,Ward_15,Shimla,Himachal Pradesh,2020-03-05,2020,3,Thursday,Low,Residential,Tourist,Monsoon,121.0,215146.0,31.1048,77.1734,131.7,4.888090941338162,0.6121,12.279076794409365,3,0,1,1,10,1,1,1.0,6.123233995736766e-17,131.7,0.0,131.7,131.7,60.021244046748045,395.1,131.7,4096.50216,658.5,5,2400.46317232,1621.2961567445366,4,5,6,14,3,3,3,2
Weekend Market Congestion Risk,Traffic,Ward_30,Pune,Maharashtra,2016-09-24,2016,9,Saturday,Critical,Tourist,Public Event,Monsoon,518.0,198132.0,18.5204,73.8567,530.4,6.275515033325713,2.677,12.196693801347386,5,1,1,3,38,1,0,-1.0,-1.8369701987210294e-16,530.4,530.4,530.4,0.0,76.54053530722607,4773.599999999999,1591.1999999999998,9823.22016,530.4,1,1367.85562668,372.8490779074144,4,4,23,13,7,5,2,0
Tourist Season Sanitation Risk,Crowd Management,Ward_39,Prayagraj,Uttar Pradesh,2022-11-14,2022,11,Monday,High,Residential,Weekend,Summer,413.0,230333.0,25.4358,81.8463,390.8,5.9707515055104405,1.6967,12.347285708433514,0,0,0,4,46,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,390.8,390.8,73.72257473259695,4298.8,1563.2,9940.31064,2735.6,7,2081.82611754,587.8841245533436,3,0,32,12,11,3,4,1
